Date,AAPL,MSFT,LLY,NVO,JPM,V,AMZN,TSLA,WMT,COST,BP,EQNR,GE,CAT,LIN,BHP,NEE,SO,PLD,AMT,GOOGL,META
2024-04-02,-0.007,-0.0074,0.0045,-0.0086,-0.0004,0.0006,-0.0015,-0.0503,-0.0141,-0.0139,0.0185,0.0153,-0.0252,0.003,-0.0045,0.014,-0.0079,0.0034,-0.0185,-0.0043,-0.006,0.0122
2024-04-03,0.0048,-0.0024,0.0156,0.0042,-0.0028,-0.0053,0.0095,0.0104,0.0046,-0.0079,0.0041,0.0079,0.0649,0.0296,0.0024,-0.0056,-0.0053,-0.0051,0.0041,0.0007,0.0023,0.0187
2024-04-04,-0.0049,-0.0061,-0.0102,-0.0241,-0.0076,-0.0107,-0.0133,0.0161,0.0012,-0.0011,-0.0106,0.0014,0.0121,-0.0161,-0.0113,-0.0189,0.0187,-0.0132,-0.0112,-0.0105,-0.0287,0.0082
2024-04-05,0.0045,0.0181,0.0208,0.0152,0.0092,0.0114,0.0278,-0.037,0.0059,0.0125,0.0067,0.0078,0.0587,0.0254,0.0161,-0.0014,0.007,-0.002,0.0004,-0.0007,0.013,0.0316
2024-04-08,-0.0067,-0.0022,-0.0089,0.0126,0.0052,0.0022,0.0006,0.0478,-0.0012,-0.0027,0.0064,-0.005,0.0014,-0.0155,-0.0065,0.0346,0.0105,0.0021,0.0114,-0.0104,0.0153,-0.0155
2024-04-09,0.0072,0.004,-0.0261,-0.0206,-0.0067,-0.0038,0.0026,0.0223,0.0002,0.0095,0.0097,-0.0061,-0.0131,-0.0042,-0.0081,0.0133,0.008,0.0075,0.0007,0.0241,0.0112,-0.0045
2024-04-10,-0.0112,-0.0071,0.0062,0.0006,-0.0086,-0.0081,0.0015,-0.0294,0.0138,0.0055,0.0033,0.0089,0.0136,0.0005,-0.0164,-0.0135,-0.0212,-0.0117,-0.0457,-0.0579,-0.0029,0.0057
2024-04-11,0.0424,0.011,-0.0031,0.0038,-0.0002,0.0044,0.0165,0.0164,-0.0088,0.0134,0.0058,0.005,0.0068,-0.0002,0.0056,-0.0032,-0.0011,-0.0027,-0.0031,-0.0095,0.0207,0.0064
2024-04-12,0.0086,-0.0142,-0.0105,-0.0071,-0.0669,0.001,-0.0156,-0.0205,0.0008,-0.0014,-0.0053,0.0,-0.0178,-0.0172,-0.0124,-0.0158,-0.0135,-0.0123,-0.0104,0.0031,-0.0106,-0.0218
2024-04-15,-0.0221,-0.0198,-0.0012,-0.0049,0.0005,-0.0171,-0.0136,-0.0576,-0.0035,-0.018,-0.0094,-0.0157,-0.006,-0.0047,-0.006,0.0085,-0.0052,-0.005,-0.0273,-0.006,-0.0184,-0.0231
2024-04-16,-0.0194,0.0023,-0.0054,-0.0036,-0.0115,0.0003,-0.0016,-0.0274,-0.0015,-0.0032,-0.0113,-0.0004,0.0197,-0.0111,0.0023,-0.0362,-0.0169,-0.0091,-0.0091,-0.0337,-0.003,-0.0009
2024-04-17,-0.0082,-0.0066,0.0054,0.0087,-0.004,0.0049,-0.0112,-0.0106,-0.0032,-0.0011,-0.0068,-0.0189,-0.007,-0.0043,0.0023,0.0251,0.0333,0.0295,-0.0746,-0.0011,0.0069,-0.0112
2024-04-18,-0.0057,-0.0186,-0.0064,-0.0144,0.0065,-0.0049,-0.0114,-0.0362,-0.0066,-0.0055,-0.0118,-0.0007,-0.0177,-0.0011,-0.0008,-0.0072,0.0034,0.011,-0.017,-0.0059,0.0035,0.0153
2024-04-19,-0.0123,-0.0128,-0.0267,-0.0003,0.0248,-0.0059,-0.0259,-0.0194,0.0045,-0.0024,0.0157,0.0029,-0.0324,-0.0055,-0.0003,0.0022,0.0045,0.0221,-0.0115,0.0018,-0.0124,-0.0422
2024-04-22,0.0051,0.0046,0.0069,0.0206,0.0192,0.0094,0.0148,-0.0346,0.0102,0.0084,0.0101,-0.0066,0.0143,0.0083,0.0015,0.0067,0.0156,0.0114,0.0057,0.0058,0.0141,0.0014
2024-04-23,0.0064,0.0164,0.0194,0.0266,0.0143,0.0065,0.0129,0.0183,-0.0176,0.01,0.0097,-0.0004,0.0795,0.0156,-0.0043,0.0032,0.0135,0.0037,0.0072,0.0109,0.0126,0.0294
2024-04-24,0.0126,0.0036,-0.0183,-0.0195,0.0049,0.0033,-0.0166,0.1139,0.0131,0.0017,0.0013,-0.0007,-0.0213,0.0007,-0.0017,0.0092,0.0054,0.009,-0.0159,-0.0048,0.0055,-0.0053
2024-04-25,0.0051,-0.0248,-0.0101,-0.0029,0.0015,0.0005,-0.0167,0.0485,0.0057,-0.0012,0.0071,0.0273,0.0129,-0.0728,-0.0011,-0.0349,0.0051,0.0062,0.0016,-0.0026,-0.0199,-0.1116
2024-04-26,-0.0035,0.0181,0.0118,0.0084,0.0006,-0.0023,0.0337,-0.0112,-0.0008,0.0101,-0.0038,-0.0058,0.0067,0.0158,-0.0015,-0.0137,-0.0137,-0.0157,0.0068,-0.007,0.0973,0.0043
2024-04-29,0.0245,-0.0101,0.005,0.0002,-0.0011,-0.0098,0.0074,0.1424,0.0013,-0.0039,0.0,-0.0212,0.0131,0.0185,0.0043,0.0067,0.0214,0.016,0.0091,0.019,-0.0343,-0.0244
2024-04-30,-0.0184,-0.0326,0.0578,0.0112,-0.008,-0.012,-0.0335,-0.0571,-0.0149,-0.0047,-0.0179,-0.0194,-0.0164,-0.0445,-0.0093,-0.0295,-0.0067,-0.012,-0.0286,-0.0198,-0.0205,-0.0057
2024-05-01,-0.0061,0.0143,-0.0056,0.007,0.0006,-0.0048,0.0226,-0.0181,-0.0085,-0.0009,-0.0143,-0.0053,-0.0132,-0.0105,0.0038,-0.0029,0.0242,0.0138,-0.0017,0.0303,0.0066,0.0208
2024-05-02,0.0218,0.0073,-0.0272,-0.041,-0.001,0.0011,0.0315,0.0001,0.0145,0.0141,0.0117,0.0202,0.0182,0.0131,-0.0534,0.0105,0.0035,0.0108,0.0257,0.0157,0.0167,0.0057
2024-05-03,0.0581,0.0219,-0.0281,-0.0079,-0.006,0.0033,0.008,0.0065,0.0018,0.0155,0.0008,0.0154,0.009,0.0039,0.0094,0.0122,0.0186,0.0069,0.0129,0.0116,0.0037,0.023
2024-05-06,-0.0091,0.0168,0.0422,0.0124,0.0078,0.0154,0.0133,0.0195,0.0008,0.0167,0.0087,0.0206,0.0232,0.0158,0.0071,0.0106,0.0157,-0.005,-0.0116,-0.0169,0.0051,0.0299
2024-05-07,0.0038,-0.0102,0.0144,0.0214,-0.0013,0.0138,0.0003,-0.0383,0.0124,0.0195,-0.0381,0.0046,0.0048,0.0084,0.0079,0.0107,0.0098,0.0194,0.0291,0.0144,0.0186,0.0055
2024-05-08,0.0019,0.0029,-0.0036,-0.0047,0.0201,0.0026,-0.004,-0.0175,-0.0053,-0.0103,-0.0013,0.0007,0.0005,-0.0015,-0.0053,-0.017,0.0124,0.0088,-0.0176,0.0003,-0.011,0.0093
2024-05-09,0.01,0.0043,-0.0045,0.0154,0.0094,0.0049,0.0079,-0.0159,0.0058,0.0203,0.0135,0.0152,-0.0081,0.0209,0.005,0.0109,0.0235,0.008,0.0212,0.0274,0.0034,0.0059
2024-05-10,-0.0069,0.0059,-0.0151,-0.0019,0.0064,0.0079,-0.0107,-0.0206,0.0007,0.0104,-0.0053,-0.0011,-0.0249,0.0085,0.0105,0.0012,-0.0106,-0.0014,-0.0061,-0.0101,-0.0077,0.0016
2024-05-13,0.0175,-0.0025,-0.003,0.0306,-0.0002,-0.0048,-0.0049,0.0201,-0.0012,-0.0154,0.0068,0.0049,-0.024,0.0053,0.0009,-0.0002,0.0106,0.0071,0.0018,0.0028,0.0029,-0.0173
2024-05-14,0.0062,0.0068,0.0083,0.0038,0.0139,-0.0059,0.0027,0.0324,-0.0091,0.0035,-0.0037,0.0017,0.0031,0.0042,-0.0062,0.0278,0.0112,0.0001,0.0056,0.0105,0.0071,0.0082
2024-05-15,0.0121,0.0173,0.0314,0.013,0.003,0.0134,-0.0058,-0.0203,-0.0005,0.0117,-0.0053,0.0018,0.0215,0.0052,-0.003,0.0081,0.0214,0.0073,0.0157,0.0267,0.0127,0.0203
2024-05-16,0.0006,-0.005,-0.0204,-0.0121,0.0018,-0.0041,-0.0128,0.0049,0.0675,0.0076,-0.0058,-0.0029,-0.0145,-0.0262,-0.0026,0.0126,-0.0083,0.0011,0.0072,0.0151,0.0096,-0.0174
2024-05-17,0.0002,-0.0019,-0.0015,-0.0087,0.0114,0.0009,0.0058,0.0149,0.0099,0.0034,0.0102,0.0184,-0.0077,0.0157,0.0066,0.0239,-0.0042,0.0111,0.0064,-0.0022,0.0107,-0.0028
2024-05-20,0.0061,0.0121,0.017,0.0077,-0.046,-0.0056,-0.0063,-0.0142,-0.0073,-0.0035,-0.0062,-0.0063,-0.0038,0.018,0.0002,0.0018,-0.0029,-0.0044,0.0049,-0.0142,0.0049,-0.0065
2024-05-21,0.0068,0.0087,0.0252,0.0168,0.0199,-0.0093,-0.0021,0.0645,0.015,0.01,-0.0054,0.0119,0.0107,-0.0102,0.0056,0.0008,0.0141,0.0074,-0.013,0.0123,0.0052,-0.009
2024-05-22,-0.0076,0.0034,-0.0003,-0.0084,-0.0061,-0.0013,-0.0001,-0.0354,0.0015,0.0012,-0.0136,-0.0042,-0.0012,-0.0088,-0.0006,-0.0482,-0.0082,-0.0138,-0.0126,-0.0145,-0.0083,0.0068
2024-05-23,-0.0213,-0.0082,0.0069,0.0114,-0.007,-0.0049,-0.0114,-0.036,-0.0063,-0.0069,-0.0038,-0.0007,0.0273,-0.0148,-0.0057,0.0003,-0.0132,-0.0195,-0.0333,-0.0251,-0.0162,-0.0043
2024-05-24,0.0165,0.0074,-0.0013,0.0035,0.0191,0.0009,-0.0017,0.0312,0.0083,0.0167,0.0082,-0.0067,0.0124,-0.0051,0.0075,0.0149,0.017,0.0075,-0.0085,-0.0036,0.0083,0.0264
2024-05-28,0.0001,0.0004,0.0005,-0.0145,-0.006,-0.0129,0.0077,-0.014,-0.0052,0.0042,0.0183,0.0178,0.0073,-0.007,-0.0131,-0.0005,0.0119,-0.0027,0.0024,-0.0049,0.008,0.0035
2024-05-29,0.0016,-0.0027,0.0045,-0.0105,-0.007,-0.0079,-0.0007,-0.0032,-0.0018,-0.0082,-0.0075,-0.0217,-0.0299,-0.0244,-0.0087,-0.0025,-0.011,-0.0044,0.0,0.0016,-0.0028,-0.0117
2024-05-30,0.0052,-0.0344,0.0043,0.0009,0.0061,0.009,-0.0149,0.0146,-0.0005,0.0109,-0.0051,0.0092,0.0037,0.0034,0.0092,-0.0134,0.0195,0.0113,0.0242,0.029,-0.0218,-0.0155
2024-05-31,0.005,0.0011,0.0065,0.0185,0.0164,0.0043,-0.0162,-0.004,0.0133,-0.0067,0.0172,0.0226,0.0057,-0.0022,0.0125,0.0147,0.0231,0.026,0.0268,0.0257,0.0023,-0.0005
2024-06-03,0.0092,-0.0039,0.0132,0.0025,-0.004,-0.0077,0.0107,-0.0101,0.0009,0.0068,-0.0316,-0.0076,-0.0225,-0.0214,-0.0027,-0.0025,-0.0228,0.0031,-0.0284,0.0063,0.0039,0.0226
2024-06-04,0.0016,0.0061,0.0016,0.0312,-0.0133,0.0075,0.0056,-0.0087,0.0118,0.0146,-0.0233,-0.0409,-0.0005,-0.0115,-0.0042,-0.0223,-0.0072,0.004,0.0127,0.0173,0.0036,-0.001
2024-06-05,0.0078,0.0189,-0.001,0.0077,-0.0096,0.0076,0.0108,0.0013,0.0073,0.0083,-0.0065,0.0,0.0072,0.0057,0.0091,0.0094,-0.0013,-0.0161,-0.0003,-0.0111,0.0093,0.0372
2024-06-06,-0.0071,0.0012,0.0066,0.0099,-0.0018,0.0092,0.0203,0.0167,0.0009,0.0099,0.0034,0.0072,-0.0119,-0.0035,-0.0028,0.0183,-0.0046,-0.0097,0.0116,0.0065,0.0075,-0.0026
2024-06-07,0.0123,-0.0016,0.0151,0.0034,0.0153,0.0059,-0.0038,-0.0026,-0.0191,0.0035,-0.0054,-0.013,0.0081,0.002,-0.0003,-0.0256,-0.0172,-0.0091,0.0017,-0.0266,-0.0129,-0.0016
2024-06-10,-0.0193,0.0094,0.0175,0.0052,-0.0017,-0.0131,0.0149,-0.021,0.0163,0.0033,0.0185,0.0194,0.0057,0.002,-0.0039,0.0038,0.0207,0.0131,0.0088,0.0024,0.0043,0.0194
2024-06-11,0.0701,0.0112,0.0009,-0.0129,-0.0267,-0.0013,0.0009,-0.0182,-0.0034,0.0011,-0.007,-0.0086,-0.0153,-0.007,0.008,-0.028,-0.0565,-0.006,0.0037,-0.0075,0.0092,0.0096
2024-06-12,0.0282,0.0192,0.0017,0.0103,-0.0147,-0.016,-0.0018,0.0381,-0.0063,-0.0018,-0.0031,0.005,0.0043,0.0043,-0.003,0.0103,-0.0066,-0.0008,0.011,0.0028,0.0066,0.0027
2024-06-13,0.0055,0.0012,0.0183,-0.0054,0.0111,0.0032,-0.0165,0.0288,0.0059,-0.0022,-0.0105,-0.0238,-0.0338,-0.0072,0.0129,-0.0007,0.0127,0.0032,-0.0038,0.0152,-0.0149,-0.0094
2024-06-14,-0.0082,0.0022,-0.0055,0.0001,0.0006,-0.002,-0.0009,-0.0247,0.0048,0.0114,-0.0086,-0.011,0.0012,-0.0151,-0.0065,-0.0091,-0.0016,-0.0005,-0.0008,0.0095,0.0093,0.0011
2024-06-17,0.0195,0.013,0.0074,-0.0151,0.0062,0.0019,0.0022,0.0516,0.006,0.0142,0.0063,-0.0011,0.0461,0.0029,0.0084,-0.0103,-0.0103,-0.0124,-0.0004,-0.0244,0.0025,0.0049
2024-06-18,-0.011,-0.0045,0.0073,0.0031,0.0103,0.009,-0.0068,-0.0139,0.0027,0.0033,0.0079,0.0077,0.0106,0.0085,-0.0014,0.0073,-0.0262,0.0033,-0.0111,0.0026,-0.0122,-0.0142
2024-06-20,-0.0217,-0.0014,-0.0062,0.0013,0.0084,0.0116,0.0178,-0.018,0.006,-0.0096,0.009,0.0102,0.0002,0.0122,0.0059,0.0097,0.0283,0.0119,-0.0081,0.0072,0.0069,0.0044
2024-06-21,-0.0105,0.0091,-0.0024,0.0069,-0.012,-0.0058,0.0159,0.0079,-0.0015,-0.0165,-0.0056,-0.0007,-0.0046,-0.0039,0.0003,-0.0111,0.0048,-0.0052,0.0022,0.0035,0.0187,-0.0139
2024-06-24,0.0031,-0.0047,0.007,0.0023,0.0131,0.0039,-0.0187,-0.0024,0.0145,-0.0002,0.0206,0.0226,-0.0228,0.0066,0.0009,0.0019,0.0142,0.0112,0.0202,0.0079,-0.0023,0.0083
2024-06-25,0.0045,0.0073,0.0162,0.032,-0.0041,-0.0101,0.0041,0.0258,-0.0217,0.0086,-0.0047,-0.0061,-0.0051,-0.0079,-0.0045,0.0049,-0.0119,-0.0168,-0.0163,-0.0191,0.0265,0.0232
2024-06-26,0.0198,0.0027,-0.0037,-0.0223,-0.0032,0.0003,0.0383,0.047,0.0128,0.0016,-0.01,-0.0083,0.0057,-0.002,-0.0063,0.0063,0.0053,0.0024,0.0053,-0.0001,-0.0008,0.0049
2024-06-27,0.004,0.0015,0.0086,0.0057,0.0088,-0.026,0.0217,0.0053,-0.006,-0.0073,0.007,0.02,-0.0009,0.0022,0.0041,-0.0103,0.0048,-0.0022,0.0085,0.0137,0.0083,0.0125
2024-06-28,-0.0164,-0.0131,-0.004,-0.0122,0.0154,-0.0156,-0.0235,0.0023,-0.0025,-0.0007,0.0036,0.0088,-0.0096,0.0171,-0.0032,0.0061,-0.0403,-0.006,0.0086,-0.0048,-0.0177,-0.03
2024-07-01,0.0287,0.0216,0.0099,0.0186,0.0156,0.0029,0.0202,0.0588,-0.0034,-0.0051,0.0091,0.0077,0.0,-0.0121,-0.0227,0.0108,-0.0129,-0.0074,-0.0032,-0.0019,0.0046,0.0009
2024-07-02,0.0161,0.0056,-0.0084,-0.0169,0.0163,0.0188,0.0141,0.0971,0.0087,0.0161,0.009,-0.0105,0.0155,-0.004,0.0027,0.0007,0.0081,0.0071,0.0112,-0.0091,0.0122,0.0095
2024-07-03,0.0058,0.0032,-0.0095,-0.0292,-0.0007,0.0028,-0.0121,0.0634,0.0025,0.0038,0.0057,0.0181,0.0096,0.0087,0.0066,0.0305,0.0191,0.0022,0.0008,0.013,0.0031,0.0009
2024-07-05,0.0214,0.0146,0.0182,0.0249,-0.0133,0.0051,0.0121,0.0206,0.026,0.0263,0.0022,-0.0156,-0.0155,-0.0069,0.0064,-0.0008,0.0036,0.0041,0.0102,0.0044,0.0254,0.0571
2024-07-08,0.0065,-0.0028,0.0037,0.0049,0.0019,-0.0148,-0.0036,0.0056,-0.0052,-0.0055,-0.0136,-0.0277,0.0187,0.0022,0.0,-0.0193,0.0003,-0.0031,-0.0004,0.0027,-0.0083,-0.0198
2024-07-09,0.0038,-0.0145,0.0157,-0.0186,0.0119,-0.0036,0.0003,0.0365,0.0032,0.0068,-0.0491,-0.0138,-0.0024,-0.0092,-0.0105,0.0002,0.0001,0.0041,0.0003,-0.0011,-0.0003,0.0013
2024-07-10,0.0186,0.0145,0.0078,0.0163,0.0008,-0.0092,0.0023,0.0035,0.0073,-0.0029,0.0029,-0.0251,0.0156,0.0074,0.0087,0.0033,0.0108,0.0041,0.0181,0.0041,0.0116,0.0088
2024-07-11,-0.0235,-0.0251,-0.006,-0.0209,-0.0017,-0.0017,-0.024,-0.0882,-0.0087,-0.0436,0.0043,0.0071,-0.0214,0.008,-0.0001,-0.0055,0.0244,0.0179,0.0327,0.0516,-0.0298,-0.042
2024-07-12,0.013,-0.0025,0.0152,0.0162,-0.0122,0.0121,-0.0029,0.0294,-0.0081,-0.0044,0.004,0.0104,-0.0181,0.0134,0.0133,0.0177,0.0173,0.0016,-0.0022,0.0163,-0.0027,-0.0273
2024-07-15,0.0166,0.0009,0.0022,-0.0049,0.0246,0.0101,-0.0091,0.0176,0.0053,0.0069,-0.0046,-0.0033,0.0035,0.0299,-0.0057,-0.0163,-0.0685,0.0007,0.0082,-0.0084,0.0079,-0.0054
2024-07-16,0.0018,-0.0098,-0.0094,-0.0037,0.0169,0.003,0.0016,0.0154,0.0054,0.0024,-0.004,-0.0052,0.0204,0.0419,0.0171,-0.0192,0.013,0.0133,0.0029,0.0063,-0.0141,-0.0129
2024-07-17,-0.0256,-0.0134,-0.039,-0.0395,0.0151,0.0127,-0.0267,-0.0319,0.0148,-0.0053,0.0151,0.0089,-0.0388,-0.0077,0.008,-0.0037,-0.014,0.0063,0.0141,0.014,-0.0159,-0.0584
2024-07-18,-0.0207,-0.0071,-0.0646,-0.0409,-0.0323,-0.0131,-0.0225,0.0029,-0.003,-0.0082,0.0048,0.0055,0.0135,-0.005,-0.0073,-0.0154,0.0108,-0.0039,-0.0048,-0.0117,-0.0186,0.0296
2024-07-19,0.0006,-0.0074,0.01,0.0119,-0.001,-0.0138,-0.0034,-0.0411,-0.001,-0.0015,-0.0059,-0.0244,0.0021,-0.0239,-0.0029,-0.0084,0.0046,0.0011,0.0092,-0.0024,-0.0002,0.002
2024-07-22,-0.0016,0.0132,0.0099,0.0124,0.0024,0.0084,-0.0032,0.0502,-0.0052,0.011,-0.0014,-0.0026,0.0226,0.0048,0.003,0.0018,0.0124,0.0055,0.0232,-0.0037,0.0223,0.022
2024-07-23,0.0047,0.0043,0.0141,0.0008,0.0002,-0.011,0.0209,-0.0206,0.0038,0.0055,-0.0108,-0.0163,0.0552,-0.0107,0.0029,-0.0123,-0.0109,-0.0061,-0.0078,0.0007,0.0007,0.0026
2024-07-24,-0.0292,-0.0365,-0.0212,-0.0127,-0.0083,-0.0409,-0.0304,-0.1316,-0.0007,-0.0253,-0.0086,-0.005,-0.058,-0.0239,-0.0082,-0.0117,0.0447,0.0161,-0.0209,-0.0006,-0.0517,-0.0577
2024-07-25,-0.0048,-0.0248,-0.046,-0.0288,0.0004,-0.0017,-0.0054,0.0195,-0.0082,-0.0181,0.0152,-0.0023,0.0145,0.0243,-0.0016,0.0066,-0.0265,-0.0123,-0.0218,0.0025,-0.0315,-0.0172
2024-07-26,0.0022,0.0163,-0.0204,-0.0089,0.017,0.0223,0.0146,-0.002,-0.0034,0.0034,0.002,0.0008,0.0307,0.0178,0.0187,0.0107,0.0111,0.0062,0.0185,0.0179,-0.0017,0.0267
2024-07-29,0.0013,0.0034,0.0039,0.0104,-0.0066,0.0082,0.0038,0.0545,-0.0023,-0.0025,-0.0083,-0.0012,0.0004,-0.0171,-0.0032,-0.0067,0.0011,0.0107,0.0103,0.0056,0.015,0.0
2024-07-30,0.0026,-0.009,-0.022,0.0092,0.0204,0.0057,-0.0082,-0.0417,-0.0062,-0.0068,-0.0043,-0.0019,-0.0142,-0.0082,0.002,-0.0165,-0.0008,0.004,0.0171,0.0371,0.0045,-0.0054
2024-07-31,0.0149,-0.0109,0.0176,0.026,-0.0112,0.0097,0.0286,0.0416,-0.008,0.0147,0.0165,0.024,0.0161,0.013,0.0059,0.0259,0.028,0.0017,-0.0003,-0.012,0.0073,0.0248
2024-08-01,-0.0169,-0.003,0.0344,-0.0013,-0.023,0.001,-0.0157,-0.0678,0.0166,-0.0062,-0.018,-0.0106,-0.0026,-0.0433,-0.0004,-0.0231,0.0258,0.0474,0.0132,0.0336,-0.0046,0.0471
2024-08-02,0.0068,-0.0209,-0.0342,-0.0382,-0.0433,0.0024,-0.0919,-0.0433,-0.0192,0.0063,-0.0198,-0.008,-0.0574,-0.0327,0.0015,-0.0046,0.0103,0.0115,-0.0297,0.029,-0.0243,-0.0195
2024-08-05,-0.0494,-0.0332,-0.037,-0.0118,-0.0215,-0.0388,-0.0418,-0.0432,-0.0128,-0.0249,-0.0325,-0.0249,-0.0121,-0.0128,-0.0234,-0.0181,-0.0323,-0.023,-0.0415,-0.0367,-0.0455,-0.0258
2024-08-06,-0.0098,0.0112,0.0229,0.0322,0.0275,0.0071,0.0056,0.0088,0.0022,0.0186,-0.0015,0.0117,0.0244,0.03,0.0049,0.009,0.0038,-0.0014,0.0176,0.0087,-0.006,0.0379
2024-08-07,0.0124,-0.003,-0.0269,-0.0874,0.0003,-0.0068,0.0052,-0.0453,-0.0123,-0.0081,0.0033,0.0234,-0.0009,-0.002,-0.0086,-0.0143,0.0076,0.0097,-0.0075,-0.0096,0.0041,-0.0105
2024-08-08,0.0165,0.0106,0.0905,0.0723,0.0181,0.0128,0.0184,0.0363,0.0111,0.0353,0.0135,0.034,0.0212,0.0313,0.0128,0.0074,-0.0003,-0.0096,0.0152,-0.0105,0.0193,0.0415
2024-08-09,0.0136,0.0082,0.0534,0.0405,0.0085,0.0017,0.0069,0.0058,0.0043,0.0183,0.0072,0.0102,0.0091,0.0062,-0.0012,0.0114,-0.001,0.0039,-0.0007,-0.0046,0.0101,0.0158
2024-08-12,0.0071,0.0019,-0.0082,-0.0272,0.0019,0.0005,-0.0008,-0.0126,0.011,0.0101,0.0117,0.0216,-0.0016,-0.0066,-0.0005,-0.0037,0.0015,0.0046,-0.0158,0.0132,-0.0085,-0.0035
2024-08-13,0.017,0.0175,0.0264,0.0279,0.0085,0.0009,0.0204,0.051,-0.0083,0.0014,0.0018,-0.0179,0.0065,0.0082,0.0065,0.0019,0.0069,0.0,0.0222,-0.0129,0.0115,0.0241
2024-08-14,0.002,0.0069,0.0257,0.0063,0.011,0.0039,-0.0008,-0.0315,0.0077,-0.0024,-0.0003,0.0025,-0.0001,-0.0036,0.0033,-0.0266,-0.0014,-0.0001,0.006,0.0023,-0.0234,-0.0034
2024-08-15,0.0134,0.0118,0.0013,0.0232,0.0062,0.0214,0.0431,0.0614,0.0638,0.0168,0.0124,0.0047,0.0118,0.0236,0.0109,0.0076,-0.0077,-0.0021,0.0109,-0.0232,0.0058,0.0199
2024-08-16,0.0059,-0.0061,-0.0102,-0.0159,0.0114,0.0022,-0.003,0.0092,0.0065,-0.0077,-0.0003,0.0,-0.0031,-0.0063,0.0015,0.0111,0.0149,0.004,-0.0155,0.0082,0.0102,-0.0186
2024-08-19,-0.0007,0.0073,-0.0003,0.0027,0.0069,-0.0034,0.0065,0.0301,0.0037,0.002,0.0009,0.0186,0.0089,0.0034,0.0038,0.0134,0.0099,0.0035,0.0149,-0.0009,0.0225,0.0035
2024-08-20,0.0027,0.0077,0.0301,0.0041,-0.0043,0.0059,0.0037,-0.0073,0.0111,0.0044,-0.0225,-0.0227,-0.0055,-0.0039,-0.0011,-0.0059,-0.0047,-0.0016,-0.0044,0.0033,0.0031,-0.0048
2024-08-21,-0.0005,-0.0016,0.0021,-0.0063,0.0004,0.0006,0.0069,0.0098,0.0093,0.0059,0.0042,-0.0041,0.0071,-0.001,0.008,0.0314,0.0083,0.0088,0.0026,-0.004,-0.008,0.0159
2024-08-22,-0.0083,-0.0205,0.0023,0.0141,0.0094,-0.001,-0.0223,-0.0581,0.0045,-0.0044,-0.0006,-0.015,-0.0089,-0.0018,-0.0001,-0.0193,-0.0091,-0.0133,0.0121,0.0028,-0.0124,-0.0061
2024-08-23,0.0102,0.003,-0.0015,0.0007,0.0077,-0.0019,0.0052,0.0448,0.0016,0.0019,0.018,0.0198,0.009,0.0175,0.0087,0.0164,0.0093,-0.0034,0.0226,0.0309,0.011,-0.0074
2024-08-26,0.0015,-0.0079,-0.0023,-0.0123,0.0039,0.0029,-0.0087,-0.0328,0.0043,0.015,0.0082,0.0059,0.0,0.0079,0.0058,0.0058,0.0122,0.0043,0.0003,-0.0075,0.0033,-0.0131
2024-08-27,0.0037,0.0008,0.0041,-0.0009,0.0046,0.0093,-0.0137,-0.0189,0.0013,0.0182,-0.0003,-0.0037,-0.0013,-0.0001,0.0082,0.0029,-0.0129,-0.0087,0.0003,0.0038,-0.0089,-0.0039
2024-08-28,-0.0068,-0.0079,-0.0058,-0.0052,0.005,-0.0057,-0.0135,-0.0167,-0.0007,-0.0232,-0.0044,0.0,0.0051,-0.0084,0.0011,-0.0227,-0.0025,0.0001,-0.0159,-0.004,-0.0112,-0.0045
2024-08-29,0.0145,0.0061,-0.0093,0.0224,0.0041,0.0189,0.0077,0.0026,0.0045,-0.0016,0.007,0.0029,0.0099,0.0098,-0.0002,0.013,0.0078,0.0006,-0.0124,-0.0077,-0.0066,0.0028
2024-08-30,-0.0034,0.0097,0.0209,0.0119,0.0116,0.0074,0.0364,0.0373,0.0105,0.0065,-0.0149,-0.0107,0.006,0.0126,0.0116,0.0,0.0124,0.007,0.0197,0.0024,0.0098,0.0059
2024-09-03,-0.0276,-0.0186,-0.0036,-0.0211,-0.0202,0.0078,-0.0127,-0.0165,-0.0008,-0.0156,-0.0326,-0.0496,-0.0615,-0.0456,-0.0088,-0.0519,-0.0072,0.0286,0.0043,0.0278,-0.0375,-0.0185
2024-09-04,-0.0087,-0.0013,-0.0107,-0.0128,-0.0044,0.007,-0.0167,0.041,0.0009,0.0129,-0.0141,-0.009,0.013,-0.0103,-0.0011,-0.0017,0.0143,0.0025,-0.0008,0.0093,-0.0058,0.0019
2024-09-05,0.0069,-0.0012,-0.0361,-0.0274,-0.0078,-0.0067,0.026,0.0479,-0.0036,-0.0045,-0.0019,-0.002,-0.0152,-0.0095,-0.0141,0.005,-0.0093,0.0043,-0.0067,0.0048,0.005,0.008
2024-09-06,-0.007,-0.0165,-0.0111,0.0019,-0.024,0.0027,-0.0372,-0.0882,-0.0042,-0.0106,-0.014,-0.0151,-0.0161,-0.0127,-0.0188,-0.0216,-0.0044,-0.0124,-0.0014,0.0107,-0.041,-0.0326
2024-09-09,0.0004,0.01,0.0061,0.0059,0.0203,0.0221,0.0231,0.0259,0.0091,0.0223,-0.0031,0.0008,0.0252,0.0141,0.0135,0.0076,0.015,0.0102,0.0235,0.01,-0.0134,0.009
